Gene Name	SRR867740	SRR867737	SRR867735	SRR867739	SRR867736	SRR867738
OR5V1	0	0	0	0	0	0
RPL29P3	0	2	0	0	1	0
RN7SL181P	10	1	2	4	10	6
RPLP0P2	43	52	51	24	54	27
EEF1A1P10	17	13	9	6	14	17
TMEM35B	0	1	0	0	0	0
HLA-L	127	62	67	99	69	108
RPL35AP15	0	0	0	0	0	0
ST13P15	29	18	19	11	17	16
RPL32P4	1	3	4	0	2	0
HOTTIP	26	29	14	6	27	19
RN7SL65P	1	0	0	0	0	1
KIR2DL3	0	1	0	0	0	0
OSTCP1	31	18	34	25	35	21
RN7SL78P	0	0	0	0	0	0
JMJD7	11	4	10	2	3	9
OR7E89P	0	0	0	0	0	0
SNRPCP10	0	0	0	0	0	0
LINC02044	7	2	0	2	1	3
PEX5L-AS1	0	0	0	1	0	0
RN7SL461P	0	1	0	0	0	0
RPL7P18	0	1	1	1	0	0
CFAP61-AS1	0	0	1	0	0	0
APOBEC3D	1	0	1	0	0	0
RN7SL189P	0	0	0	0	0	0
RN7SL832P	9	4	5	3	6	2
RPL12P6	0	3	2	0	1	3
LINC02000	4	0	0	0	3	0
WDR86-AS1	2	1	2	1	1	0
PSMC1P7	3	0	0	1	4	2
RPL17P33	5	2	2	0	2	0
RN7SL30P	1	0	1	0	2	2
RN7SL610P	2	0	3	0	0	2
CFAP44-AS1	5	5	0	3	0	5
ALDH7A1P3	0	0	0	0	0	0
RN7SL67P	8	0	0	2	4	2
RPL12P5	0	0	0	0	0	0
RN7SL551P	2	1	0	2	3	3
RPL5P17	23	6	11	9	12	12
RPS3AP50	0	1	0	0	0	0
RN7SL236P	0	1	0	0	0	2
RN7SL487P	2	2	1	1	0	1
RN7SL464P	0	0	0	0	0	0
HMGB1P36	0	1	0	0	0	0
HMGB1P38	0	0	0	0	0	0
RN7SL419P	0	0	0	0	1	0
TRBV8-1	0	0	0	0	0	0
RPS3AP16	0	1	0	0	0	0
OR2A7	0	1	0	0	0	0
RN7SL320P	0	0	0	1	0	0
RPSAP5	0	5	1	2	1	2
RN7SL679P	0	0	0	0	0	0
TUBA4B	54	39	37	25	48	29
RN7SL430P	2	0	0	1	0	0
RPL5P14	1	0	1	0	1	0
THAP12P2	4	3	1	4	4	1
EIF4BP8	4	2	0	1	2	4
RPS26P24	0	0	0	0	0	0
RPS24P18	0	0	0	0	0	0
TIPARP-AS1	19	12	8	6	11	12
MRPS6	315	343	300	165	324	216
RPS12P21	0	0	0	0	0	0
ZNF512	736	533	559	392	744	516
RN7SL308P	0	1	0	0	1	0
RN7SL743P	0	1	0	0	0	0
GSTA1	0	0	0	0	0	0
RN7SL647P	0	1	0	0	0	0
RN7SL684P	1	0	0	1	0	0
PARAL1	0	0	0	0	0	0
RPL23AP65	9	8	8	2	5	9
NBPF5P	0	0	0	0	0	0
RN7SL402P	0	1	0	0	0	0
PPIEL	100	47	51	50	50	91
VTI1BP1	0	1	1	0	1	0
RN7SL523P	10	11	5	2	8	12
H3P13	1	0	0	0	1	2
RTL9	10	6	6	4	7	7
RN7SL702P	0	0	0	0	0	0
ENO1P3	3	1	0	1	0	2
RPS24P17	26	9	11	13	16	21
ACY1	24	19	12	14	18	23
RN7SL447P	0	0	0	0	0	0
RPSAP39	1	2	2	1	2	1
RN7SL143P	0	0	0	1	0	0
RPS3AP19	0	0	1	0	1	1
NFS1	748	623	627	391	673	614
RN7SL799P	0	0	0	0	0	0
B3GAT3P1	3	2	3	1	0	1
RPL35P6	2	0	3	0	1	0
RPS2P24	1	1	0	0	1	0
MT1HL1	0	1	0	0	0	0
LARP7P4	0	0	0	0	0	0
KRTAP19-3	0	0	0	0	0	0
FAM86DP	131	123	131	71	138	100
RPS3AP17	0	4	0	0	0	0
RN7SL228P	0	0	0	0	0	0
RN7SL424P	2	2	3	3	2	3
DDOST	5172	3778	3524	2769	4241	3858
IL12A-AS1	8	8	9	6	6	6
LINC01011	61	26	31	35	35	46
RPS27P27	1	0	2	1	0	0
RN7SL735P	3	3	0	2	2	1
TMEM199	298	242	264	148	250	235
RPS18P6	7	6	1	4	4	3
DEFB109F	0	0	0	0	0	0
RPL5P24	216	141	214	135	267	172
RPL13AP2	4	6	10	2	0	4
RN7SL417P	0	0	0	0	0	0
LCE3C	0	1	0	0	0	0
RPS2P41	2	1	1	1	0	3
MARK2P17	0	1	0	0	0	0
RN7SL148P	0	0	0	0	0	0
GSTA2	0	0	0	0	0	0
RPL9P33	1	0	0	0	0	0
RPS4XP6	62	38	41	29	46	31
RN7SL833P	10	8	5	10	7	9
RPL23AP44	0	0	0	1	0	0
HMGB1P30	0	3	0	0	0	0
RN7SL483P	0	1	0	0	0	0
SPRR2F	0	0	0	0	0	0
RPS4XP17	6	5	2	4	6	8
RPS23P3	0	0	0	0	0	1
HMGN1P10	0	0	0	1	0	1
RN7SL659P	6	2	0	4	0	3
RN7SL250P	0	1	1	0	0	0
RN7SL508P	0	0	1	0	1	1
DNAJC25-GNG10	0	0	0	0	0	0
IGKV2-28	0	0	0	0	0	0
PDCL3P4	2	3	3	0	2	2
UGT1A7	67	11	21	29	22	38
ATP1B3-AS1	5	3	3	2	6	4
LINC01322	1	1	1	0	0	1
UBE2Q2P9	3	3	4	5	2	3
RPSAP51	2	0	1	0	1	1
RPS12P20	4	1	0	0	1	3
RN7SL397P	0	1	0	0	0	0
ATP6V0CP2	0	0	0	0	0	0
WWP1P1	48	35	22	29	28	35
CYP4F34P	0	0	0	0	0	0
EIF4E2P2	39	16	35	13	32	24
CALHM6-AS1	0	0	0	0	0	0
RPS27AP13	2	3	4	2	3	4
FLNB-AS1	146	110	94	90	134	105
P2RY11	47	37	38	27	29	39
RN7SL120P	0	0	0	0	0	0
PBX2P1	3	1	2	6	2	2
PPIAP71	0	2	0	0	0	0
TMEM141	345	245	259	181	273	328
RN7SL218P	10	6	5	2	6	8
PPIAP15	1	0	0	0	0	0
RN7SL766P	0	1	0	0	0	0
ARHGEF35-AS1	3	1	6	2	2	2
EIF4EP3	1	2	1	1	0	0
FOXP1-AS1	2	2	2	1	2	1
ZFAND6P1	0	0	0	0	0	0
LINC02016	0	0	0	0	0	0
RPS4XP10	1	1	0	0	1	2
RN7SL81P	8	6	5	2	7	5
TMEM225B	10	3	3	3	3	5
OR7E121P	0	0	0	0	0	0
ILF2P1	2	2	3	2	2	5
LRRC77P	0	3	0	0	0	0
RPL26P35	4	5	1	0	2	1
RN7SL151P	81	58	56	27	57	55
CSPG4P2Y	0	0	0	0	0	0
RN7SL698P	0	3	0	0	0	1
GMCL2	1	1	0	0	0	0
RN7SL604P	1	1	0	0	1	0
IFITM10	10	14	5	10	7	14
RPS3AP42	1	1	0	1	0	0
ZNF736P8Y	0	0	0	0	0	0
LINC01995	0	0	0	0	0	0
RPS29P24	0	0	0	0	0	0
RN7SL130P	5	2	1	1	2	7
PKD1P1	0	0	0	0	0	0
RN7SL597P	14	12	12	8	13	15
SIAH2-AS1	18	11	7	5	14	12
RPL34P22	1	1	0	0	0	0
RPL32P29	0	0	0	0	0	0
PGBD4P1	0	0	0	0	0	1
DBNDD2	53	25	32	20	26	24
ECEL1P2	2	2	0	0	3	1
RPL23AP73	0	0	0	0	0	1
ITGB5-AS1	1	1	2	0	1	0
RPS3AP35	0	0	0	0	0	0
OR9N1P	0	0	0	0	0	0
RN7SL740P	0	0	0	0	0	0
RPS20P21	0	0	0	0	0	0
RN7SL168P	0	4	1	2	1	2
RN7SL465P	0	0	0	0	0	0
GATA2-AS1	360	288	313	173	336	285
AOX3P	1	2	2	0	0	1
PEX5L-AS2	0	0	0	0	0	0
DUXAP10	36	37	31	19	29	37
RN7SL395P	1	1	0	0	1	4
RN7SL762P	2	1	1	1	0	1
RN7SL36P	0	1	0	0	0	0
RN7SL252P	0	0	0	0	0	0
LINC01326	0	0	0	0	0	0
RN7SL814P	0	1	0	0	0	0
RN7SL845P	0	1	0	0	0	0
UBA52P9	0	0	0	0	0	0
RN7SL687P	0	0	0	0	0	0
LINC00698	0	0	0	0	0	0
LY6G6D	0	0	0	0	0	0
RN7SL398P	0	0	0	0	0	1
RN7SL145P	2	1	4	2	4	2
RPL30P7	1	0	0	0	1	0
KRTAP19-7	0	1	0	0	0	0
RPL7P23	3	9	8	3	5	4
PFN1P8	0	1	1	1	0	2
RN7SL423P	0	0	0	0	0	0
RN7SL636P	0	0	0	0	0	0
RPS2P45	1	3	1	0	2	1
SDHDP3	1	0	0	0	1	0
FAM3D-AS1	0	1	1	0	0	0
RN7SL359P	861	452	325	374	365	556
RN7SL242P	1	1	0	1	4	0
RPS6P22	4	3	1	2	0	0
RN7SL330P	1	0	1	0	2	0
RN7SL869P	0	1	0	0	0	0
RBMY1D	0	0	0	0	0	0
RN7SL251P	0	0	0	1	1	0
RPS4XP12	1	2	0	0	1	1
RN7SL314P	0	0	0	0	0	0
RN7SL216P	0	0	0	0	0	0
ETV5	398	102	119	194	140	318
KRTAP5-7	0	1	0	0	0	0
RPL23AP56	0	1	0	0	0	0
CFHR1	63	27	34	37	42	49
RPL38P3	1	1	0	0	0	0
RN7SL268P	2	0	1	0	0	1
RPS3AP31	0	0	0	0	0	0
RPL39P28	0	0	0	0	0	0
IGKV3-15	0	0	0	0	0	0
RPL34P21	2	0	1	2	1	1
SPECC1P2	0	0	0	0	0	0
ENO1P1	0	0	0	0	0	0
LINC02077	0	0	0	0	0	0
RBM12	2498	1791	1810	1280	2493	1789
UGT1A4	0	1	0	0	0	0
ERVFRD-1	16	11	14	5	11	12
OR2A1-AS1	2	1	0	1	0	1
LILRA6	4	0	2	0	1	2
RPL18P13	53	40	30	25	28	35
SCARF2	10	29	25	5	30	15
RWDD4P1	5	3	2	4	2	3
SLC9A9-AS2	0	0	0	0	0	0
RN7SL623P	0	2	0	0	0	1
HDAC11-AS1	1	1	0	0	1	3
APOBEC3C	79	16	32	28	26	38
RN7SL28P	0	0	0	0	0	0
RN7SL125P	2	0	1	2	0	0
KRT18P34	8	7	2	3	4	3
RN7SL700P	0	0	0	0	0	0
SEPTIN14P2	0	0	0	0	0	0
RN7SL380P	0	0	0	0	0	0
RN7SL211P	0	0	0	1	0	0
KRTAP4-2	0	0	0	0	0	0
RPL35AP29	2	0	0	2	3	2
LINC01213	0	0	0	0	1	0
RN7SL446P	0	0	0	0	0	0
RPL34P29	0	0	0	0	0	0
ODCP	13	11	7	6	12	5
KCNK15-AS1	61	29	29	30	37	37
RPS26P19	0	0	0	0	0	0
PRICKLE2-DT	0	0	0	0	0	0
POLR2DP2	0	0	0	0	0	0
RN7SL654P	0	0	0	0	0	0
RPS6P4	0	0	0	0	1	0
RPL30P11	0	0	0	0	0	0
IGKV1-27	0	0	0	0	0	0
LINC01391	3	3	4	0	3	7
RPL21P120	0	0	1	0	1	0
RPL12P33	19	20	15	6	57	12
WNT5A-AS1	130	140	185	67	120	105
RAD21L1	0	2	0	0	0	0
CCDC13	0	1	1	0	1	1
RN7SL756P	0	0	0	0	0	0
PSPC1P2	0	0	0	0	0	0
ASPRV1	18	7	3	6	6	6
RN7SL334P	0	3	0	1	0	2
RPS17P11	0	0	0	0	0	0
OR2AE1	0	1	0	0	0	0
KRTAP20-1	0	0	0	0	0	0
MIATNB	52	45	30	25	30	31
TPTEP2	18	9	10	12	9	12
RN7SL863P	0	0	0	0	0	0
RPS26P43	0	0	0	0	0	1
RN7SL396P	89	74	54	35	45	70
XKRY2	0	0	0	0	0	0
LINC02086	10	7	10	10	9	6
UBFD1P1	0	1	0	0	0	0
TRBV12-1	0	0	0	0	0	0
SNRPCP3	1	0	0	0	0	0
RN7SL280P	0	0	0	0	1	0
RPS3AP15	0	0	0	0	0	1
RN7SL706P	0	0	0	0	0	0
MTHFD2P1	2	3	2	0	3	4
FCGR2C	0	1	0	0	0	1
UBE2V1	116	89	75	63	90	96
RPL10AP1	1	1	2	1	1	3
RN7SL724P	1	1	0	1	0	0
CTAGE8	0	0	0	0	0	0
PTCHD4	322	52	39	145	54	228
CD46P1	0	1	0	0	0	0
RPL23P10	0	0	0	0	0	0
RN7SL47P	0	0	0	0	0	0
RPS27P14	2	0	3	4	1	4
NT5C3AP2	0	0	0	0	0	0
RPSAP29	3	5	7	2	15	5
ASLP1	2	0	0	1	0	6
C4A	25	6	8	15	5	20
RN7SL870P	0	0	0	0	0	0
HBB	1	0	1	1	0	0
RPL35AP27	0	0	0	0	1	0
RN7SL153P	2	3	2	4	7	4
CRYBB2	15	18	12	10	13	13
RPL15P21	0	0	0	2	0	0
N4BP2L2	2178	1383	1346	1145	1818	1496
GABPB1-AS1	447	265	269	218	281	386
MTCYBP18	1	2	1	2	0	4
ALKBH3-AS1	3	8	1	3	5	7
RUFY1-AS1	19	10	17	9	12	23
LIFR-AS1	23	22	12	14	15	27
LINC02453	2	0	0	2	1	1
LINC00847	37	31	39	30	37	33
IGFBP7-AS1	2	3	1	2	3	0
MIR3150BHG	5	3	1	4	3	1
A2M-AS1	23	26	20	16	24	19
SMARCA5-AS1	25	13	12	11	16	14
MALINC1	46	28	26	15	22	23
ARAP1-AS2	35	15	8	9	20	18
RNF139-AS1	112	54	53	56	64	71
LINC00861	0	3	0	0	0	0
EEF1A1P4	42	30	31	18	28	33
USP2-AS1	4	9	8	2	12	5
SAP30L-AS1	31	31	21	13	27	27
CYP2U1-AS1	6	4	7	3	2	6
ARNTL2-AS1	3	2	1	0	1	0
H2AZ1-DT	3	2	1	3	1	4
CXXC4-AS1	0	4	0	1	1	0
LINC02447	2	5	5	4	2	5
LINC01585	10	7	2	4	6	1
LINC02709	37	46	29	21	32	29
LINC00461	3	5	0	2	0	1
NEAT1	35706	10860	7141	19684	11438	32338
RORA-AS1	7	7	5	4	2	4
SCAMP1-AS1	145	97	99	106	108	127
FAM111A-DT	155	102	92	96	141	122
BDNF-AS	33	17	15	26	22	26
DACT3-AS1	6	1	1	1	1	3
DDX11-AS1	27	14	14	8	9	19
KLRK1-AS1	35	10	9	12	13	33
LINC02211	7	3	3	2	2	5
ZNF585B	477	230	240	257	291	325
FRG1-DT	13	6	1	8	6	2
CRNDE	188	97	108	105	95	119
NADK2-AS1	12	10	4	13	10	13
LINC02226	0	1	0	0	0	0
DRAIC	8	16	5	2	5	5
LINC02202	1	5	1	5	2	1
MIR4300HG	0	2	1	0	0	1
CEBPA	6	4	1	4	1	4
RAD51-AS1	55	30	31	30	38	51
GS1-24F4.2	0	1	3	1	3	2
MEF2C-AS2	0	0	0	0	0	0
LINC00682	16	2	2	9	6	10
NSMCE1-DT	15	9	9	8	11	16
SNHG6	1801	1131	1102	903	1408	1214
SDAD1-AS1	0	5	4	2	1	1
LINC01184	260	198	240	143	252	231
LINC02273	0	2	0	0	1	0
SEPTIN7P14	184	97	90	126	97	168
LINC01513	0	0	2	0	0	0
ALDH1L1-AS2	0	1	0	0	1	0
RAB30-DT	234	167	172	107	181	182
NUDT16L2P	128	132	152	62	197	105
LINC02325	0	3	0	0	0	0
LINC01096	12	2	3	4	1	3
LINC00900	0	1	0	0	0	0
SUPT4H1P2	44	25	23	10	29	22
RRS1-AS1	6	4	3	1	3	1
KCTD21-AS1	47	32	29	31	46	39
P4HA3-AS1	1	0	0	0	0	0
LINC01550	1	3	0	0	1	0
CASC8	90	73	65	44	81	75
UBR5-AS1	26	12	22	13	13	28
SBF2-AS1	74	82	80	38	110	48
PRR7-AS1	47	45	34	47	47	52
EXTL3-AS1	11	5	1	6	6	8
LINC02458	1	7	1	0	2	1
LACTB2-AS1	8	4	8	3	7	10
PPM1K-DT	16	15	14	10	12	14
ZNF84-DT	1	1	0	0	0	0
DIAPH1-AS1	10	5	4	7	7	11
LINC00968	22	15	12	11	18	17
FZD4-DT	4	1	1	1	2	3
LINC02481	2	4	2	3	1	5
LINC02288	1	5	0	1	3	2
UBE2D3-AS1	9	14	12	7	12	7
CACNA1C-AS1	0	1	0	0	0	0
PICART1	21	8	9	11	7	23
LINC00535	0	0	1	2	1	0
RASSF8-AS1	242	90	129	108	115	139
H2AJ	1132	579	640	632	637	880
MGC16275	51	13	31	11	21	24
PLA2G4E-AS1	2	4	1	2	3	2
RGMB-AS1	10	4	5	3	12	11
COL25A1-DT	0	1	1	1	0	5
RIC3-DT	1	2	0	1	0	1
STARD4-AS1	193	109	62	94	109	149
GPR176-DT	25	10	10	0	8	10
LINC02466	42	11	15	23	20	29
DNM1P35	7	6	4	8	2	9
LINC00920	8	16	11	7	10	4
UBAP1L	57	49	31	42	31	55
SOCS2-AS1	4	4	1	1	2	1
PGAM5	1307	1451	1488	750	1665	971
BAALC-AS1	9	10	12	6	7	8
SNHG10	141	100	110	98	118	125
MIR210HG	71	17	17	25	19	53
CSTF3-DT	3	3	3	1	4	1
LINC01252	1	1	0	1	2	0
LINC01498	0	2	0	0	0	1
UBL7-AS1	53	34	41	28	39	34
ZBED5-AS1	66	45	39	33	50	43
ZCCHC3	358	265	276	180	285	238
LY6E-DT	33	16	20	21	20	30
TMED2-DT	103	37	44	65	57	73
PLUT	1	1	0	1	0	1
DNAJC3-DT	41	29	14	15	22	30
CARS1-AS1	9	19	6	8	7	5
GPRC5D-AS1	103	96	87	48	104	80
MIR4458HG	865	617	590	463	704	597
OIP5-AS1	2459	1742	1922	1269	2152	1682
SDCBPP2	0	1	1	0	0	1
CKMT2-AS1	119	125	117	63	135	112
SPTY2D1OS	26	20	14	12	28	20
TWF2	798	669	708	447	680	594
CPEB2-DT	12	4	7	9	4	13
MARS2	258	249	260	167	276	219
MTND4P12	545	386	370	320	609	556
LRP4-AS1	4	8	0	2	4	5
FABP6-AS1	1	7	0	1	1	0
STX18-AS1	49	38	30	25	41	26
USP51	73	26	30	35	20	40
TUBAP14	4	1	8	2	6	2
PCED1B-AS1	5	0	2	0	1	4
SNCA-AS1	15	5	8	4	4	11
NR2F2-AS1	17	8	5	5	8	4
TMEM161B-AS1	224	142	147	115	156	183
SPCS2P3	0	3	0	0	0	0
HMGN1P12	5	0	1	1	2	4
SEC24B-AS1	6	11	13	8	5	7
LINC00926	21	10	13	10	11	15
FOXD1-AS1	0	0	0	0	0	0
NRAV	269	263	217	127	312	189
FAM13A-AS1	51	14	19	29	10	36
ARHGAP42-AS1	7	3	3	5	3	3
UBA6-AS1	177	102	103	67	171	123
DPH6-DT	12	5	2	4	13	7
NNT-AS1	901	476	565	412	644	591
BCKDHA	67	28	21	45	28	29
INSL3	0	0	0	0	0	2
TARS2P1	0	0	1	0	0	0
LINC02039	0	1	0	0	0	0
MARCOL	6449	2215	2185	3508	2739	5009
MICOS10P4	0	0	0	0	0	0
LINC01019	0	1	0	0	0	0
SMURF2P1	11	6	16	8	8	4
APOOP4	3	1	0	1	0	0
RRN3P1	75	46	36	39	56	50
LINC01194	0	0	0	0	0	0
LINC02101	1	0	0	0	1	0
MTND4LP22	0	0	0	0	0	0
MTND6P8	0	0	0	0	0	0
CUL4AP1	0	0	0	0	0	0
LINC02383	0	2	0	0	1	0
ADH1C	0	1	0	0	0	0
LINC02150	1	5	1	1	5	4
ANK2-AS1	0	2	0	0	0	0
BTG4P1	2	0	0	0	0	0
HSPA8P11	14	7	7	1	5	5
CHORDC1P3	0	0	0	0	0	0
TRIM39-RPP21	0	0	0	0	0	0
LINC02268	0	1	0	1	0	0
GAPDHP60	55	41	31	22	39	37
LINC02283	0	1	0	0	0	0
PES1P1	1	1	0	1	1	0
ATG10-AS1	1	0	0	0	1	3
LINC00290	0	0	0	0	0	0
LINC02234	0	0	0	0	0	0
H3P17	0	0	0	0	0	0
WDR45P1	11	4	6	4	11	3
LINC02355	1	0	0	1	0	0
TRPC7-AS1	1	0	2	1	2	0
CICP16	7	8	3	3	3	4
LINC02505	1	0	0	0	0	0
KCTD9P5	17	6	7	9	8	9
STX18-IT1	1	0	0	1	3	0
SLIT3-AS1	0	4	0	0	0	0
LINC02513	2	1	1	1	0	0
SLIT2-IT1	0	0	0	0	0	2
KRT8P4	9	9	1	2	3	7
LINC02438	1	0	1	0	3	0
LINC02014	1	3	0	0	0	0
OCIAD1-AS1	3	1	0	1	0	0
PSG10P	0	2	0	0	2	1
MTND4LP31	0	0	0	0	0	0
FLJ12825	7	5	5	8	4	6
PGAM1P1	0	2	0	0	1	1
TRIM52-AS1	90	58	65	31	52	66
SUMO2P17	6	5	3	2	1	1
LINC02120	7	11	1	5	2	6
MTCYBP44	0	0	0	0	0	0
CCNL2P1	1	0	0	0	0	0
SCGB1D5P	0	0	0	0	0	0
TNXA	0	0	0	0	0	0
DDX43P1	2	1	0	1	1	3
LINC02360	0	2	1	0	0	0
BNIP3P41	0	0	0	0	0	0
LINC00616	0	2	1	0	0	0
MEF2C-AS1	12	6	6	3	10	6
CYP4F27P	0	1	0	0	0	0
MTND4LP2	0	0	0	0	0	0
LINC02275	4	2	1	0	2	2
THAP12P9	0	3	0	0	0	0
LUCAT1	1598	1055	999	831	1252	1233
NOL8P1	11	13	8	5	6	7
MTCO3P28	0	0	0	0	0	0
APELA	0	1	0	0	0	1
LINC00613	0	0	0	0	0	0
TUB-AS1	8	6	1	5	2	10
CDK11B	521	409	527	269	357	471
WHAMMP2	0	0	1	1	0	0
HMGN1P11	0	0	0	0	0	0
LINC02472	0	0	0	0	0	0
LINC02504	0	2	0	0	1	0
PIMREGP4	6	4	4	1	3	5
HSPD1P18	0	0	0	0	0	0
ARL2BPP6	0	1	0	0	0	0
LINC00504	3	1	1	1	1	1
OR7E86P	0	0	0	0	0	0
POU5F1P7	0	0	0	0	0	0
TRAJ51	0	0	0	0	0	0
LINC02434	14	4	13	2	10	10
LINC02056	0	1	0	0	0	2
HMGN1P9	0	0	0	0	0	0
PCDHAC1	4	6	14	2	10	6
TARM1	0	0	0	0	0	0
LINC02064	0	2	0	0	0	0
FOSL1P1	0	1	0	0	2	1
TOMM22P4	0	0	0	0	0	0
LINC00498	1	0	1	0	0	0
ST13P12	0	0	0	0	0	0
NACAP6	0	0	0	0	0	0
PRR5-ARHGAP8	0	1	0	0	0	0
LINC02469	0	0	0	0	0	0
GAPDHP61	54	43	51	36	49	49
UBL5P1	0	0	0	0	0	0
MTATP6P9	0	0	0	0	0	0
OR51K1P	0	2	0	0	0	0
FAM198B-AS1	0	2	0	0	0	1
HMGB3P16	0	3	0	0	0	0
RPL23AP94	0	0	0	0	0	0
LINC01197	0	1	0	0	0	0
OR10J7P	0	1	0	0	0	0
HNRNPA1P65	6	5	8	5	6	3
SEMA6A-AS1	2	4	0	2	0	2
COX5BP1	0	0	0	0	0	0
PCDHGB8P	3	1	1	0	0	4
LINC02217	0	0	0	0	1	0
LINC02485	0	0	0	0	0	0
LINC02220	0	0	0	0	0	0
LINC02119	0	1	0	0	0	2
NENFP3	0	0	0	0	0	0
FGF10-AS1	0	0	0	0	0	0
DDX11L9	0	0	0	0	0	0
LINC01962	1	1	2	2	2	3
LINC02122	0	1	0	0	0	0
BACH1-IT1	19	14	9	14	6	10
NAIPP3	0	0	0	0	1	0
POU5F2	28	15	12	10	30	18
PCP4L1	0	0	0	0	0	1
ABHD14A	306	252	205	178	300	243
PGAM4P2	2	1	1	3	0	2
LINC02062	19	4	14	6	8	6
ZFAT-AS1	0	0	0	0	0	0
LNX1-AS2	2	2	0	0	0	1
ASNSP1	0	0	0	0	1	0
LINC02380	0	2	0	0	0	0
TUBAP10	1	3	0	0	0	0
OR5H4P	0	0	0	0	0	0
SRP14-AS1	33	39	30	29	38	39
LINC02267	0	0	0	0	0	0
LINC02437	0	2	0	0	0	0
SBF1P1	41	50	36	29	61	45
MTATP6P1	1137	742	706	651	1046	1116
LINC02058	0	1	0	0	0	1
BCL2L12P1	0	0	0	1	0	1
NDUFA5P12	0	0	1	1	0	0
LINC02117	0	0	0	0	0	0
NPM1P41	0	0	0	1	0	0
ANP32C	33	38	45	23	39	28
MTND4P8	0	1	0	0	0	0
OTX2-AS1	0	0	0	0	0	0
OR52H2P	0	1	0	0	0	0
C5orf34-AS1	8	6	6	6	3	9
LINC01339	1	0	1	0	0	0
TECRP2	1	2	2	0	0	1
KRT8P48	6	8	6	2	11	3
EGFLAM-AS2	0	1	0	0	0	0
PRYP6	0	0	0	0	0	0
ADAM20P2	0	0	0	0	0	0
NPM1P21	9	5	3	4	9	2
GDNF-AS1	0	4	0	1	1	1
GLDCP1	0	0	0	0	0	0
STIMATE-MUSTN1	8	2	0	5	0	1
DSTNP2	109	58	79	59	88	91
FLJ42969	7	7	10	1	17	6
HSPA8P4	99	46	34	61	42	83
ANKRD49P3	2	1	0	1	2	0
ENPP7P3	0	0	0	0	0	0
GAPDHP40	851	650	713	462	964	704
WRBP1	0	0	0	0	0	0
HNRNPA1P56	0	1	1	1	0	0
HMGA1P2	27	26	24	13	21	25
OR10J2P	0	1	0	0	0	0
RBM14-RBM4	25	13	9	15	16	14
GCSHP1	0	0	0	0	1	0
MTCO3P44	0	0	0	0	0	0
SRIP1	0	0	0	0	0	0
LINC00992	1	2	0	2	1	1
OXCT1-AS1	25	6	10	11	12	15
LY75-CD302	0	0	0	0	0	0
LINC01331	0	1	0	0	0	0
RBBP4P6	0	0	0	0	0	0
LINC02102	36	10	11	18	9	23
ARHGAP22-IT1	0	1	0	0	0	0
BIN2P2	0	0	0	0	0	0
LINC02484	0	0	0	0	0	0
HAS2-AS1	20	6	5	9	6	16
ADGRL3-AS1	0	1	0	0	0	0
LINC02100	75	34	32	38	53	50
TOX4P1	10	13	10	3	13	5
LINC01085	71	53	64	41	55	44
LINC02415	0	0	0	0	0	0
MTND4P2	0	1	0	0	0	0
LINC02144	0	0	0	0	0	0
THUMPD3P1	0	0	0	0	1	1
CCDC153	6	10	0	10	7	4
C4orf54	86	48	39	44	51	50
LINC02222	0	0	0	0	0	1
RFPL4AP5	0	1	0	0	0	0
AK3P4	0	0	0	0	0	1
NPHP3-AS1	1	6	1	2	0	0
LINC01948	2	2	2	1	0	1
MTCO1P30	1	0	0	0	1	0
EGFLAM-AS4	0	1	0	0	0	0
R3HDM2P1	0	0	0	0	0	0
LINC02428	0	0	0	0	0	0
NMNAT1P4	0	0	0	0	0	0
ACTN3	6	8	1	2	0	2
MTND5P9	0	0	0	0	0	0
LINC02115	0	0	0	0	0	0
MTCYBP37	0	0	0	0	0	0
FOXL3	0	3	0	0	0	0
SMIM31	0	1	1	0	0	0
ARL4AP2	0	0	0	0	0	0
PSMC1P4	0	4	1	0	1	0
HIGD1AP14	19	14	6	9	18	14
LINC02118	0	0	0	0	0	0
LINC00266-2P	0	0	0	0	0	0
MED15P8	0	0	0	0	0	0
C8orf34-AS1	0	0	0	0	0	0
KRTAP9-12P	0	0	0	0	0	0
LINC01095	0	2	0	0	0	1
LINC02432	1	1	0	0	0	1
PMPCAP1	2	1	2	2	0	1
DYNLL1P6	0	2	0	0	0	0
APOBEC3AP1	0	2	0	0	0	0
PCBP2P3	0	1	0	0	0	0
ZNF807P	2	0	1	1	0	4
MARK2P5	0	0	0	0	1	0
PGAM1P13	0	0	0	0	0	0
LINC02753	0	2	0	0	0	0
LINC02065	21	8	16	11	16	9
PPBPP2	1	0	0	1	0	1
HNRNPH1P3	53	49	68	30	59	50
FLJ46284	8	3	2	6	3	8
LINC01574	0	0	0	0	0	0
USP46-DT	28	19	21	6	18	14
LINC02511	4	3	2	2	1	9
TNFSF12-TNFSF13	0	0	0	0	0	0
LINC02431	0	0	0	0	0	0
SERBP1P6	67	57	65	28	63	39
C5orf17	358	194	224	191	231	278
PGBD4P4	0	1	0	0	0	0
ICE2P1	5	5	2	0	2	4
B4GALNT2P1	0	0	0	0	0	0
SEPTIN7P10	4	3	0	3	9	3
UGT2A3P7	0	0	0	0	0	0
HHIP-AS1	21	21	24	14	40	16
FAM138E	0	1	0	0	0	0
LINC01846	0	0	0	0	0	0
FMN1	1008	527	531	506	649	713
