# Argument List:
# Name = demo
# peak file = Analysis/MAX_HeLa_S3_chip_seq.bed
# distance = 100000 bp
#chrom	txStart	txEnd	refseq	score	strand	symbol	rank
chr18	49488480	49492464	NM_001199343	0.000	-	RPL17	NA
chr18	49488480	49492464	NM_001199342	0.000	-	RPL17	NA
chr18	49488480	49492565	NM_001199340	0.000	-	RPL17	NA
chr18	49488480	49492565	NM_000985	0.000	-	RPL17	NA
chr18	49481177	49487274	NM_001199346	0.000	-	C18orf32	NA
chr18	49488480	49492565	NM_001199345	0.000	-	RPL17	NA
chr18	49491282	49491347	NR_002571	0.000	-	SNORD58A	NA
chr18	49488480	49492565	NM_001035006	0.000	-	RPL17	NA
chr18	49481177	49487274	NM_001035005	0.000	-	C18orf32	NA
chr18	49562056	49592908	NM_006033	0.000	+	LIPG	NA
chr18	49814022	49814443	NR_003003	0.000	+	SCARNA17	NA
chr18	49814022	49851059	NR_117096	0.000	+	SNHG22	NA
chr18	50126498	50126563	NR_036204	0.000	-	MIR4320	NA
chr18	50271468	50280017	NM_001204151	0.000	-	MBD1	NA
chr18	50268845	50281767	NM_001204143	0.000	-	MBD1	NA
chr18	50268845	50281774	NM_001204142	0.000	-	MBD1	NA
chr18	50266881	50281774	NM_001204141	0.000	-	MBD1	NA
chr18	50266881	50281774	NM_001204139	0.000	-	MBD1	NA
chr18	50271041	50281774	NM_001204140	0.000	-	MBD1	NA
chr18	50271041	50281774	NM_001204138	0.000	-	MBD1	NA
chr18	50271041	50281774	NM_001204137	0.000	-	MBD1	NA
chr18	50268845	50281774	NM_001204136	0.000	-	MBD1	NA
chr18	50282342	50288322	NM_001101654	0.000	-	CXXC1	NA
chr18	50268845	50281774	NM_015846	0.000	-	MBD1	NA
chr18	50268845	50281774	NM_015845	0.000	-	MBD1	NA
chr18	50268845	50281774	NM_015844	0.000	-	MBD1	NA
chr18	50268845	50281774	NM_002384	0.000	-	MBD1	NA
chr18	50268845	50281774	NM_015847	0.000	-	MBD1	NA
chr18	50282342	50288322	NM_014593	0.000	-	CXXC1	NA
chr18	50227193	50266495	NM_145020	0.000	-	CFAP53	NA
chr18	50375021	50394168	NM_145060	0.000	+	SKA1	NA
chr18	50375021	50394168	NM_001039535	0.000	+	SKA1	NA
chr18	50795119	50820064	NM_001127176	0.000	-	MRO	NA
chr18	50795119	50820064	NM_031939	0.000	-	MRO	NA
chr18	50795119	50820064	NM_001127175	0.000	-	MRO	NA
chr18	50795119	50825384	NM_001127174	0.000	-	MRO	NA
chr18	50879061	50949792	NM_001168335	0.000	+	ME2	NA
chr18	50879061	50949792	NM_002396	0.000	+	ME2	NA
chr18	51030212	51085041	NM_005359	0.000	+	SMAD4	NA
chr18	51174549	51197681	NM_016626	0.000	-	MEX3C	NA
chr18	51392041	51468378	NR_040075	0.000	+	LOC100287225	NA
chr18	53237100	53237190	NR_130465	0.000	+	MIR4528	NA
chr18	53568446	53597851	NR_110798	0.000	+	LOC102724651	NA
chr18	53579622	53581059	NR_110800	0.000	-	LOC101928167	NA
chr18	54151600	54224788	NM_003927	0.000	-	MBD2	NA
chr18	54202679	54224788	NM_015832	0.000	-	MBD2	NA
chr18	54222283	54222412	NR_002970	0.000	-	SNORA37	NA
chr18	54358773	54382035	NM_173529	0.000	+	C18orf54	NA
chr18	54357916	54382035	NM_001288981	0.000	+	C18orf54	NA
chr18	54357916	54382035	NR_110234	0.000	+	C18orf54	NA
chr18	54324691	54354573	NM_139171	0.000	-	STARD6	NA
chr18	54360527	54382035	NM_001288982	0.000	+	C18orf54	NA
chr18	54269478	54298234	NM_007195	0.000	+	POLI	NA
chr18	54357916	54382035	NM_001288980	0.000	+	C18orf54	NA
chr18	54591158	54599493	NM_173629	0.000	+	DYNAP	NA
chr18	54828476	54895516	NM_004163	0.000	+	RAB27B	NA
chr18	55105903	55124306	NR_110743	0.000	-	LOC101927229	NA
chr18	55222330	55302621	NM_001243236	0.000	-	TCF4	NA
chr18	57352489	57368930	NM_015879	0.000	+	ST8SIA3	NA
chr18	57435684	57491298	NM_004852	0.000	+	ONECUT2	NA
chr18	58451079	58451152	NR_039899	0.000	-	MIR3591	NA
chr18	58451073	58451158	NR_029667	0.000	+	MIR122	NA
chr18	58670008	58671873	NM_001289967	0.000	-	LOC101927322	NA
chr18	59035678	59053214	NR_024021	0.000	+	OACYLP	NA
chr18	59139892	59158831	NM_033280	0.000	+	SEC11C	NA
chr18	59220167	59230770	NM_002091	0.000	+	GRP	NA
chr18	59220167	59230770	NM_001012513	0.000	+	GRP	NA
chr18	59220167	59230770	NM_001012512	0.000	+	GRP	NA
chr18	59295403	59318649	NM_181654	0.000	-	CPLX4	NA
chr18	59267034	59273393	NM_013435	0.000	-	RAX	NA
chr18	59327823	59359276	NM_005570	0.000	-	LMAN1	NA
chr18	59899959	59904306	NM_021127	0.000	+	PMAIP1	NA
chr18	61490541	61555132	NM_031891	0.000	+	CDH20	NA
chr18	61748175	61754695	NR_103449	0.000	+	LINC01544	NA
chr18	62325286	62387710	NM_001270950	0.000	+	TNFRSF11A	NA
chr18	62325286	62387710	NM_001270949	0.000	+	TNFRSF11A	NA
chr18	62325286	62387710	NM_001278268	0.000	+	TNFRSF11A	NA
chr18	62325286	62387710	NM_001270951	0.000	+	TNFRSF11A	NA
chr18	62325286	62387710	NM_003839	0.000	+	TNFRSF11A	NA
chr18	62523424	62578585	NM_017742	0.000	+	ZCCHC2	NA
chr18	62523424	62586743	NR_126534	0.000	+	ZCCHC2	NA
chr18	63389191	63422519	NM_004869	0.000	-	VPS4B	NA
chr18	63327737	63367273	NM_002035	0.000	-	KDSR	NA
chr18	63317953	63319380	NM_000657	0.000	-	BCL2	NA
chr18	63476910	63505085	NM_002639	0.000	+	SERPINB5	NA
chr18	63556159	63567011	NM_080474	0.000	+	SERPINB12	NA
chr18	63587299	63599199	NM_012397	0.000	+	SERPINB13	NA
chr18	63655196	63661963	NM_006919	0.000	-	SERPINB3	NA
chr18	63637258	63644319	NM_002974	0.000	-	SERPINB4	NA
chr18	63637258	63644319	NM_175041	0.000	-	SERPINB4	NA
chr18	63753046	63805376	NM_001040147	0.000	+	SERPINB7	NA
chr18	63777776	63805376	NM_001261830	0.000	+	SERPINB7	NA
chr18	63775374	63805376	NM_001261831	0.000	+	SERPINB7	NA
chr18	63775374	63805376	NM_003784	0.000	+	SERPINB7	NA
chr18	63702303	63723893	NM_080475	0.000	+	SERPINB11	NA
chr18	63702958	63723893	NM_001291278	0.000	+	SERPINB11	NA
chr18	63702958	63723893	NM_001291279	0.000	+	SERPINB11	NA
chr18	63887704	63903890	NM_002575	0.000	+	SERPINB2	NA
chr18	63915510	63935242	NM_005024	0.000	+	SERPINB10	NA
chr18	63949353	63960411	NM_001123366	0.000	+	HMSD	NA
chr18	63887704	63903890	NM_001143818	0.000	+	SERPINB2	NA
chr18	63970028	63989374	NM_198833	0.000	+	SERPINB8	NA
chr18	63970028	63989374	NM_002640	0.000	+	SERPINB8	NA
chr18	63970028	63989374	NM_001276490	0.000	+	SERPINB8	NA
chr18	63970028	63986653	NM_001031848	0.000	+	SERPINB8	NA
chr18	67081583	67081686	NR_049809	0.000	+	MIR5011	NA
chr18	67506581	67516730	NM_032160	0.000	-	DSEL	NA
chr18	68858933	68859040	NR_046495	0.000	+	RNU6-39P	NA
chr18	69862955	69957176	NM_001303619	0.000	-	CD226	NA
chr18	69862955	69957176	NM_006566	0.000	-	CD226	NA
chr18	69862955	69947853	NM_001303618	0.000	-	CD226	NA
chr18	70288900	70330198	NM_004232	0.000	+	SOCS6	NA
chr18	70380139	70384591	NR_110764	0.000	-	LOC101060542	NA
chr18	70335438	70352459	NR_126336	0.000	+	LOC101927481	NA
chr18	71732615	71782226	NR_126324	0.000	-	LOC102724913	NA
chr18	72536679	72544488	NM_182511	0.000	-	CBLN2	NA
chr18	72834039	72865699	NM_138999	0.000	-	NETO1	NA
chr18	72853320	72853382	NR_049858	0.000	-	MIR548AV	NA
chr18	73154057	73264498	NR_034133	0.000	-	LOC400655	NA
chr18	73324940	73349889	NR_038340	0.000	+	LOC100505817	NA
chr18	74073352	74147764	NM_152676	0.000	-	FBXO15	NA
chr18	74148510	74158969	NM_014177	0.000	+	TIMM21	NA
chr18	74073352	74147865	NM_001142958	0.000	-	FBXO15	NA
chr18	74253291	74292016	NM_001190807	0.000	-	CYB5A	NA
chr18	74253291	74292016	NM_148923	0.000	-	CYB5A	NA
chr18	74253291	74292016	NM_001914	0.000	-	CYB5A	NA
chr18	74499587	74523454	NM_001168499	0.000	+	CNDP2	NA
chr18	74496264	74523454	NM_018235	0.000	+	CNDP2	NA
chr18	74591773	74597835	NR_024484	0.000	-	LINC00909	NA
chr18	75197322	75209326	NM_175907	0.000	-	ZADH2	NA
chr18	75409475	75427703	NM_001037331	0.000	-	SMIM21	NA
chr18	75416016	75427703	NM_001303482	0.000	-	SMIM21	NA
chr18	76122997	76145255	NR_040034	0.000	+	LOC339298	NA
chr18	76495520	76498088	NM_001272093	0.000	+	C18orf65	NA
chr18	76622780	76639011	NR_110784	0.000	-	LOC101927651	NA
chr18	76619776	76623559	NR_120419	0.000	+	LINC00683	NA
chr18	76690028	76693636	NR_122073	0.000	+	LOC400661	NA
chr18	76978832	77017099	NM_002385	0.000	-	MBP	NA
chr18	76978832	77017099	NM_001025092	0.000	-	MBP	NA
chr18	76978832	77017099	NM_001025090	0.000	-	MBP	NA
chr18	76978832	77017099	NM_001025081	0.000	-	MBP	NA
chr18	77250051	77270140	NM_001480	0.000	+	GALR1	NA
chr18	78980274	78998969	NM_171999	0.000	+	SALL3	NA
chr18	79902419	79951653	NM_001146345	0.000	-	PQLC1	NA
chr18	79863667	79899816	NM_012283	0.000	+	KCNG2	NA
chr18	79902419	79951653	NM_001146343	0.000	-	PQLC1	NA
chr18	79902419	79951653	NM_025078	0.000	-	PQLC1	NA
chr18	79972220	79988592	NM_001303471	0.000	-	TXNL4A	NA
chr18	79964581	79970822	NM_001136180	0.000	+	HSBP1L1	NA
chr18	80034345	80050652	NM_001171967	0.000	+	RBFA	NA
chr18	80067255	80081304	NR_103445	0.000	+	RBFADN	NA
chr18	80034345	80050652	NM_024805	0.000	+	RBFA	NA
chr18	79972220	79988592	NM_006701	0.000	-	TXNL4A	NA
chr18	80109030	80140345	NM_014913	0.000	+	ADNP2	NA
chr18	80147923	80171733	NR_028339	0.000	+	PARD6G-AS1	NA
chr18	80147923	80178432	NR_028340	0.000	+	PARD6G-AS1	NA
chr19	12576105	12610809	NM_020714	0.000	-	ZNF490	NA
chr19	15728023	15729052	NM_013939	0.000	+	OR10H2	NA
chr19	19900912	19935573	NM_031218	0.000	+	ZNF93	NA
chr19	24033404	24129967	NM_001278677	0.000	+	ZNF254	NA
chr19	24087159	24129967	NM_001278664	0.000	+	ZNF254	NA
chr19	24087159	24129967	NM_001278662	0.000	+	ZNF254	NA
chr19	24033404	24129967	NM_001278661	0.000	+	ZNF254	NA
chr19	24087159	24129967	NM_203282	0.000	+	ZNF254	NA
chr19	24033404	24129967	NM_001278663	0.000	+	ZNF254	NA
chr19	24087159	24129967	NM_001278678	0.000	+	ZNF254	NA
chr19	18868545	18896144	NM_001492	0.000	-	GDF1	NA
chr19	18868545	18896144	NM_021267	0.000	-	CERS1	NA
chr19	29287010	29525752	NR_040029	0.000	-	LOC284395	NA
chr19	47130857	47210636	NR_027280	0.000	+	SAE1	NA
chr19	48208085	48249633	NR_033680	0.000	-	CARD8	NA
chr19	48208085	48249633	NR_033678	0.000	-	CARD8	NA
chr19	48208085	48249847	NM_001184903	0.000	-	CARD8	NA
chr19	48208085	48255946	NM_001184902	0.000	-	CARD8	NA
chr19	48208085	48241063	NR_033679	0.000	-	CARD8	NA
chr19	47130822	47210636	NM_005500	0.000	+	SAE1	NA
chr19	48208085	48249847	NM_014959	0.000	-	CARD8	NA
chr19	47130822	47210636	NM_001145714	0.000	+	SAE1	NA
chr19	47130822	47210636	NM_001145713	0.000	+	SAE1	NA
chr19	48208085	48249847	NM_001184901	0.000	-	CARD8	NA
chr19	48208085	48241063	NM_001184900	0.000	-	CARD8	NA
chr19	56595295	56624176	NM_021216	0.000	+	ZNF71	NA
chr19	57668934	57679152	NM_152677	0.000	+	ZSCAN4	NA
chr19	53467734	53494292	NM_001004301	0.000	+	ZNF813	NA
chr19	7069459	7087967	NM_024341	0.000	+	ZNF557	NA
chr19	7069459	7087967	NM_001044387	0.000	+	ZNF557	NA
chr19	7069459	7087967	NM_001044388	0.000	+	ZNF557	NA
chr19	8209332	8262420	NM_024552	0.000	+	CERS4	NA
chr19	8065402	8147501	NM_032447	0.000	-	FBN3	NA
chr19	8848843	8981342	NM_024690	0.000	-	MUC16	NA
chr19	9565615	9584533	NM_001008727	0.000	-	ZNF121	NA
chr19	11925067	11950773	NM_144566	0.000	+	ZNF700	NA
chr19	12317489	12333720	NM_145276	0.000	-	ZNF563	NA
chr19	11925067	11950773	NM_001271848	0.000	+	ZNF700	NA
chr19	13206442	13506460	NM_001127221	0.000	-	CACNA1A	NA
chr19	13206442	13506460	NM_001174080	0.000	-	CACNA1A	NA
chr19	13206442	13506460	NM_001127222	0.000	-	CACNA1A	NA
chr19	13206442	13506460	NM_023035	0.000	-	CACNA1A	NA
chr19	13206442	13506460	NM_000068	0.000	-	CACNA1A	NA
chr19	14137151	14171263	NR_045214	0.000	+	LOC100507373	NA
chr19	14147736	14206185	NM_014921	0.000	-	LPHN1	NA
chr19	14147736	14206185	NM_001008701	0.000	-	LPHN1	NA
chr19	14941488	14942448	NM_012377	0.000	+	OR7C2	NA
chr19	17292130	17303473	NM_024527	0.000	-	ABHD8	NA
chr19	17075780	17213295	NM_001130065	0.000	+	MYO9B	NA
chr19	17075780	17213295	NM_004145	0.000	+	MYO9B	NA
chr19	18340597	18369953	NM_017712	0.000	+	PGPEP1	NA
chr19	18207960	18248200	NM_000923	0.000	-	PDE4C	NA
chr19	18340586	18369953	NM_001300927	0.000	+	PGPEP1	NA
chr19	19645200	19663694	NM_020410	0.000	-	ATP13A1	NA
chr19	18990887	19033571	NM_014884	0.000	-	SUGP2	NA
chr19	18992367	19033571	NM_001017392	0.000	-	SUGP2	NA
chr19	20167213	20200490	NM_052852	0.000	+	ZNF486	NA
chr19	21082146	21125080	NM_182515	0.000	+	ZNF714	NA
chr19	21483714	21503238	NR_037194	0.000	+	LINC00664	NA
chr19	21724040	21767628	NM_173531	0.000	-	ZNF100	NA
chr19	21082146	21125080	NR_117088	0.000	+	ZNF714	NA
chr19	21358932	21388582	NR_027130	0.000	+	ZNF738	NA
chr19	21082146	21125080	NR_117086	0.000	+	ZNF714	NA
chr19	21082146	21125080	NR_117087	0.000	+	ZNF714	NA
chr19	22391096	22422346	NM_001098626	0.000	-	ZNF98	NA
chr19	28965130	28969148	NR_027318	0.000	+	LINC00906	NA
chr19	28435388	28727694	NR_110759	0.000	-	LOC100420587	NA
chr19	29942238	30016612	NR_045557	0.000	+	URI1	NA
chr19	29942238	30016612	NM_003796	0.000	+	URI1	NA
chr19	29923643	30016612	NM_001252641	0.000	+	URI1	NA
chr19	31274944	31349284	NM_020856	0.000	-	TSHZ3	NA
chr19	32345607	32387667	NM_014910	0.000	+	ZNF507	NA
chr19	31588188	31593550	NM_001278578	0.000	+	THEG5	NA
chr19	31588188	31593550	NM_001278577	0.000	+	THEG5	NA
chr19	31588188	31593550	NM_001278576	0.000	+	THEG5	NA
chr19	31588188	31593550	NM_001278575	0.000	+	THEG5	NA
chr19	32345607	32387667	NM_001136156	0.000	+	ZNF507	NA
chr19	32719772	32790808	NM_001110822	0.000	+	TDRD12	NA
chr19	32597000	32675196	NM_032139	0.000	-	ANKRD27	NA
chr19	34254550	34355566	NM_014686	0.000	+	KIAA0355	NA
chr19	34172446	34229515	NM_001114093	0.000	+	LSM14A	NA
chr19	33684527	33773509	NM_022467	0.000	+	CHST8	NA
chr19	34172446	34229515	NM_015578	0.000	+	LSM14A	NA
chr19	37334677	37364456	NM_181786	0.000	+	HKR1	NA
chr19	36818321	36850787	NM_001242800	0.000	-	ZNF790	NA
chr19	36818321	36850267	NM_001242801	0.000	-	ZNF790	NA
chr19	36818321	36838384	NM_206894	0.000	-	ZNF790	NA
chr19	36818321	36838027	NM_001242802	0.000	-	ZNF790	NA
chr19	38403134	38409088	NM_174905	0.000	+	FAM98C	NA
chr19	38433699	38587564	NM_000540	0.000	+	RYR1	NA
chr19	38433699	38587564	NM_001042723	0.000	+	RYR1	NA
chr19	38915263	38930896	NM_001145901	0.000	-	SARS2	NA
chr19	38915263	38930896	NM_017827	0.000	-	SARS2	NA
chr19	40750853	40765392	NM_004596	0.000	+	SNRPA	NA
chr19	42325608	42378769	NM_001271938	0.000	+	MEGF8	NA
chr19	42397147	42652355	NR_073180	0.000	+	LIPE-AS1	NA
chr19	42198592	42217792	NR_073052	0.000	-	DEDD2	NA
chr19	42198592	42220152	NM_001270614	0.000	-	DEDD2	NA
chr19	42198592	42217792	NM_001270615	0.000	-	DEDD2	NA
chr19	42198592	42217792	NR_073051	0.000	-	DEDD2	NA
chr19	42198592	42217792	NR_073050	0.000	-	DEDD2	NA
chr19	42198592	42217792	NR_073046	0.000	-	DEDD2	NA
chr19	42198592	42217792	NR_073049	0.000	-	DEDD2	NA
chr19	42198592	42217792	NR_073048	0.000	-	DEDD2	NA
chr19	42198592	42220152	NR_073047	0.000	-	DEDD2	NA
chr19	42325608	42378769	NM_001410	0.000	+	MEGF8	NA
chr19	42423754	42652355	NR_073179	0.000	+	LIPE-AS1	NA
chr19	42198592	42217792	NM_133328	0.000	-	DEDD2	NA
chr19	43506718	43527244	NM_014297	0.000	-	ETHE1	NA
chr19	46918675	47005076	NM_004491	0.000	+	ARHGAP35	NA
chr19	48364393	48376377	NM_012451	0.000	+	SYNGR4	NA
chr19	48485270	48513189	NM_001080434	0.000	-	LMTK3	NA
chr19	50854914	50860764	NM_001648	0.000	+	KLK3	NA
chr19	50854914	50860764	NM_001030048	0.000	+	KLK3	NA
chr19	50854914	50860764	NM_001030047	0.000	+	KLK3	NA
chr19	52154871	52171643	NM_001102657	0.000	-	ZNF836	NA
chr19	52033423	52048820	NM_014650	0.000	-	ZNF432	NA
chr19	52297168	52325927	NM_001297625	0.000	+	ZNF480	NA
chr19	52297168	52325927	NM_001297624	0.000	+	ZNF480	NA
chr19	52297168	52325927	NM_144684	0.000	+	ZNF480	NA
chr19	52927134	52962911	NM_001202473	0.000	-	ZNF816-ZNF321P	NA
chr19	52949378	52962911	NM_001202457	0.000	-	ZNF816	NA
chr19	52949378	52962911	NM_001202456	0.000	-	ZNF816	NA
chr19	53333748	53354869	NM_138374	0.000	+	ZNF845	NA
chr19	53066613	53103434	NM_001102603	0.000	-	ZNF160	NA
chr19	53066613	53103434	NM_033288	0.000	-	ZNF160	NA
chr19	53066613	53103434	NM_198893	0.000	-	ZNF160	NA
chr19	53212947	53216102	NR_073396	0.000	+	ZNF818P	NA
chr19	52949378	52962911	NM_001031665	0.000	-	ZNF816	NA
chr19	53865583	53876435	NM_001290193	0.000	+	MYADM	NA
chr19	53866157	53876435	NM_001020820	0.000	+	MYADM	NA
chr19	53866157	53876435	NM_001290188	0.000	+	MYADM	NA
chr19	53867864	53876435	NM_001020819	0.000	+	MYADM	NA
chr19	53867864	53876435	NM_001290191	0.000	+	MYADM	NA
chr19	53867864	53876435	NM_001290192	0.000	+	MYADM	NA
chr19	53867864	53876435	NM_001290194	0.000	+	MYADM	NA
chr19	53867864	53876435	NM_138373	0.000	+	MYADM	NA
chr19	53868544	53876435	NM_001290190	0.000	+	MYADM	NA
chr19	53869390	53876435	NM_001020818	0.000	+	MYADM	NA
chr19	53869390	53876435	NM_001020821	0.000	+	MYADM	NA
chr19	53869390	53876435	NM_001290189	0.000	+	MYADM	NA
chr19	55044323	55069546	NM_138412	0.000	-	RDH13	NA
chr19	55284165	55312535	NM_032430	0.000	+	BRSK1	NA
chr19	55044323	55063217	NR_027381	0.000	-	RDH13	NA
chr19	55044323	55063217	NR_027382	0.000	-	RDH13	NA
chr19	55044323	55063217	NM_001145971	0.000	-	RDH13	NA
chr19	54785868	54835292	NR_110738	0.000	-	LOC101928804	NA
chr19	54785868	54835292	NR_110737	0.000	-	LOC101928804	NA
chr19	55181246	55209506	NM_001161440	0.000	-	PTPRH	NA
chr19	55181246	55209506	NM_002842	0.000	-	PTPRH	NA
chr19	56478123	56495436	NR_036522	0.000	+	ZNF667-AS1	NA
chr19	56477873	56495436	NR_036521	0.000	+	ZNF667-AS1	NA
chr19	57527324	57540876	NM_153263	0.000	+	ZNF549	NA
chr19	57527324	57540876	NM_001199295	0.000	+	ZNF549	NA
chr19	58059238	58069742	NM_001164529	0.000	+	ZNF135	NA
chr19	58182988	58213562	NM_133502	0.000	+	ZNF274	NA
chr19	57921883	57935372	NM_133460	0.000	-	ZNF418	NA
chr19	58059238	58069742	NM_001164530	0.000	+	ZNF135	NA
chr19	58059238	58069742	NM_007134	0.000	+	ZNF135	NA
chr19	58182988	58213562	NM_016325	0.000	+	ZNF274	NA
chr19	58182988	58213562	NM_016324	0.000	+	ZNF274	NA
chr19	58182988	58213562	NM_001278734	0.000	+	ZNF274	NA
chr19	58059238	58069742	NM_003436	0.000	+	ZNF135	NA
chr19	58059238	58069742	NM_001289401	0.000	+	ZNF135	NA
chr19	58059238	58069742	NM_001289402	0.000	+	ZNF135	NA
chr19	76219	77690	NR_026822	0.000	-	FAM138C	NA
chr19	76219	77690	NR_026820	0.000	-	FAM138F	NA
chr19	76219	77690	NR_026818	0.000	-	FAM138A	NA
chr19	60950	70966	NR_033266	0.000	-	WASH5P	NA
chr19	71972	72110	NR_036051	0.000	+	MIR1302-2	NA
chr19	71972	72110	NR_036266	0.000	+	MIR1302-9	NA
chr19	71972	72110	NR_036268	0.000	+	MIR1302-11	NA
chr19	71972	72110	NR_036267	0.000	+	MIR1302-10	NA
chr19	110678	111596	NM_001005240	0.000	+	OR4F17	NA
chr19	197015	202209	NR_028324	0.000	-	LINC01002	NA
chr19	362056	376013	NM_199202	0.000	-	THEG	NA
chr19	362056	376013	NM_016585	0.000	-	THEG	NA
chr19	281039	291169	NM_177543	0.000	-	PPAP2C	NA
chr19	305574	344791	NM_017550	0.000	-	MIER2	NA
chr19	281039	291435	NM_177526	0.000	-	PPAP2C	NA
chr19	281039	291435	NM_003712	0.000	-	PPAP2C	NA
chr19	405442	409170	NM_001136263	0.000	-	C2CD4C	NA
chr19	4502179	4517704	NM_001080400	0.000	-	PLIN4	NA
chr19	4522530	4535196	NM_001013706	0.000	-	PLIN5	NA
chr19	5455414	5456856	NM_181710	0.000	+	ZNRF4	NA
chr19	6952499	6990846	NR_024075	0.000	-	EMR4P	NA
chr19	7056204	7058634	NM_001164425	0.000	-	MBD3L3	NA
chr19	7037743	7040173	NM_001164419	0.000	-	MBD3L4	NA
chr19	7049339	7051735	NM_144614	0.000	+	MBD3L2	NA
chr19	7004952	7006415	NR_024372	0.000	-	FLJ25758	NA
chr19	7030582	7033011	NM_001136507	0.000	+	MBD3L5	NA
chr19	8511331	8514164	NM_032370	0.000	-	ZNF414	NA
chr19	8510577	8514164	NM_001146175	0.000	-	ZNF414	NA
chr19	8490055	8502654	NM_032152	0.000	-	PRAM1	NA
chr19	8580239	8610735	NM_030957	0.000	-	ADAMTS10	NA
chr19	8520789	8577447	NM_012335	0.000	-	MYO1F	NA
chr19	8580239	8592196	NM_001282352	0.000	-	ADAMTS10	NA
chr19	8697396	8698830	NM_178525	0.000	-	ACTL9	NA
chr19	8730953	8732009	NM_001004699	0.000	+	OR2Z1	NA
chr19	8842592	8843340	NM_145208	0.000	+	MBD3L1	NA
chr19	8809575	8822063	NM_001304350	0.000	-	ZNF558	NA
chr19	8809575	8832304	NM_144693	0.000	-	ZNF558	NA
chr19	9295309	9305119	NM_198535	0.000	-	ZNF699	NA
chr19	9324225	9382617	NM_001172650	0.000	+	ZNF559-ZNF177	NA
chr19	9412425	9435578	NM_006631	0.000	-	ZNF266	NA
chr19	9376315	9382617	NM_001172651	0.000	+	ZNF177	NA
chr19	9324225	9343845	NM_001202412	0.000	+	ZNF559	NA
chr19	9323771	9343845	NM_001202411	0.000	+	ZNF559	NA
chr19	9323771	9343845	NM_001202410	0.000	+	ZNF559	NA
chr19	9323771	9343845	NM_001202409	0.000	+	ZNF559	NA
chr19	9323771	9343845	NM_001202408	0.000	+	ZNF559	NA
chr19	9323771	9343845	NM_001202407	0.000	+	ZNF559	NA
chr19	9323771	9343845	NM_001202406	0.000	+	ZNF559	NA
chr19	9412425	9435578	NM_001271314	0.000	-	ZNF266	NA
chr19	9363019	9382617	NM_003451	0.000	+	ZNF177	NA
chr19	9324694	9382617	NM_001202425	0.000	+	ZNF559-ZNF177	NA
chr19	9323771	9343845	NM_032497	0.000	+	ZNF559	NA
chr19	9466354	9498603	NM_152476	0.000	-	ZNF560	NA
chr19	9528004	9538627	NM_024106	0.000	-	ZNF426	NA
chr19	9528004	9538645	NM_001300883	0.000	-	ZNF426	NA
chr19	9810266	9819055	NM_017703	0.000	-	FBXL12	NA
chr19	9827891	9830121	NM_024292	0.000	+	UBL5	NA
chr19	9827879	9830121	NM_001048241	0.000	+	UBL5	NA
chr19	9835206	9849689	NM_006221	0.000	+	PIN1	NA
chr19	9835206	9849689	NR_038830	0.000	+	PIN1	NA
chr19	9835206	9849689	NR_038422	0.000	+	PIN1	NA
chr19	10038353	10038413	NR_049855	0.000	+	MIR5589	NA
chr19	11766999	11784078	NM_152355	0.000	+	ZNF441	NA
chr19	11866028	11869491	NM_152262	0.000	+	ZNF439	NA
chr19	11814291	11835201	NM_152357	0.000	+	ZNF440	NA
chr19	11798575	11808491	NM_152356	0.000	+	ZNF491	NA
chr19	11887854	11914550	NM_021915	0.000	+	ZNF69	NA
chr19	12014716	12035710	NM_001080411	0.000	-	ZNF433	NA
chr19	12043804	12052967	NM_001080404	0.000	-	ZNF878	NA
chr19	11965053	11980383	NM_001012753	0.000	+	ZNF763	NA
chr19	12092262	12114678	NR_027049	0.000	+	ZNF788	NA
chr19	12144893	12156731	NM_145233	0.000	-	ZNF625	NA
chr19	12064730	12077811	NM_001136501	0.000	+	ZNF844	NA
chr19	12131352	12140407	NM_001203250	0.000	-	ZNF20	NA
chr19	12131352	12156731	NR_037802	0.000	-	ZNF625-ZNF20	NA
chr19	12163056	12189249	NM_003437	0.000	+	ZNF136	NA
chr19	12131352	12140407	NM_021143	0.000	-	ZNF20	NA
chr19	12144893	12156731	NR_037801	0.000	-	ZNF625	NA
chr19	12271809	12294899	NM_001164276	0.000	-	ZNF44	NA
chr19	12271809	12294899	NM_016264	0.000	-	ZNF44	NA
chr19	12195014	12207576	NR_104179	0.000	+	LOC100289333	NA
chr19	12349370	12365661	NM_030824	0.000	-	ZNF442	NA
chr19	12390013	12401274	NM_001080821	0.000	-	ZNF799	NA
chr19	12429705	12441112	NM_005815	0.000	-	ZNF443	NA
chr19	12461183	12484818	NM_152601	0.000	-	ZNF709	NA
chr19	12525369	12551542	NM_144976	0.000	-	ZNF564	NA
chr19	12646507	12666777	NM_001173498	0.000	-	MAN2B1	NA
chr19	12646507	12666777	NM_000528	0.000	-	MAN2B1	NA
chr19	12675716	12681887	NM_001930	0.000	-	DHPS	NA
chr19	12669702	12675832	NM_032332	0.000	+	WDR83	NA
chr19	12668066	12669651	NM_016145	0.000	-	WDR83OS	NA
chr19	12675716	12681887	NR_038192	0.000	-	DHPS	NA
chr19	12610917	12629862	NM_153358	0.000	+	ZNF791	NA
chr19	12675716	12681887	NM_013406	0.000	-	DHPS	NA
chr19	12666803	12675832	NM_001099737	0.000	+	WDR83	NA
chr19	12675716	12681211	NM_001206974	0.000	-	DHPS	NA
